鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
松山區,房地(土地+建物),臺北市松山區塔悠路181~210號,12.67,住,,,10307,土地1建物1車位0,三層,004,套房(1房1廳1衛),住家用,鋼筋混凝土造,0940202,36.489999999999995,1,1,1,有,無,7080000,194026,,0.0,0
信義區,房地(土地+建物),臺北市信義區基隆路二段61~90號,7.86,商,,,10307,土地1建物1車位0,十一層,012,辦公商業大樓,住家用,鋼筋混凝土造,0721101,90.89,2,2,1,有,有,21000000,231049,,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區松德路181~210號,30.83,其他,,,10306,土地1建物1車位2,十四層,018,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880621,238.79,4,2,2,有,有,71000000,297332,坡道平面,66.43,0
信義區,車位,臺北市信義區永吉路181~210號,3.0,其他,,,10307,土地0建物0車位1,防空避難室，見使用執照,012,其他,見使用執照,鋼筋混凝土造,,19.36,0,0,0,有,有,2100000,,坡道平面,19.37,2100000
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路162巷1~30號,47.09,住,,,10307,土地1建物1車位1,一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890628,155.75,3,2,2,有,有,31600000,202889,坡道平面,0.0,0
內湖區,房地(土地+建物),臺北市內湖區星雲街168巷31~60號,7.15,住,,,10307,土地1建物1車位0,十層,021,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,40.44,1,1,1,有,有,7700000,190406,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區文德路61~90號,20.26,住,,,10307,土地1建物1車位0,十一層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0730208,115.56,3,2,2,有,有,17900000,154898,,0.0,0
南港區,房地(土地+建物)+車位,臺北市南港區向陽路162巷91~120號,40.64,住,,,10307,土地1建物1車位1,四層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020805,206.57,3,2,2,有,有,35880000,199612,坡道平面,36.34,1900000
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷18弄31~60號,34.5,住,,,10307,土地1建物1車位0,一層，平台,004,店面(店鋪),住家用,鋼筋混凝土造,0640612,109.41,0,0,0,無,無,45680000,417512,,0.0,0
中山區,房地(土地+建物),臺北市中山區長春路1~30號,39.74,商,,,10307,土地1建物5車位0,九層,010,辦公商業大樓,商業用,鋼筋混凝土造,0640204,343.75,0,0,0,無,有,55250000,160727,,0.0,0
中山區,房地(土地+建物),臺北市中山區長春路1~30號,10.97,商,,,10307,土地1建物2車位0,九層,010,辦公商業大樓,商業用,鋼筋混凝土造,0640204,94.89,0,0,0,無,有,15260000,160818,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區文德路171巷3弄1~30號,30.69,住,,,10303,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740410,117.78,3,2,2,有,無,20000000,169808,,0.0,0
內湖區,土地,文德段三小段451~480地號,133.25,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4309000,32338,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段355巷1~30號,27.23,住,,,10010,土地2建物1車位1,六層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030513,180.11,3,2,2,有,有,32000000,204303,坡道平面,32.78,1900000
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段355巷1~30號,29.25,住,,,10012,土地2建物1車位2,三層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030513,192.62,3,2,2,有,有,32500000,188219,其他,32.7,2400000
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路59巷40弄1~30號,47.44,住,,,10307,土地1建物1車位1,四層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950418,131.63,3,2,2,有,有,27200000,206640,坡道平面,24.76,0
中山區,房地(土地+建物),臺北市中山區農安街1~30號,3.31,商,,,10307,土地1建物1車位0,二層,014,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,56.58,1,0,1,有,有,12600000,222694,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區中華路二段331~360號,10.38,住,,,10306,土地2建物1車位0,五層,005,套房(1房1廳1衛),住家用,鋼筋混凝土造,0570816,28.05,1,1,1,有,無,2980000,106239,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區環河南路一段61~90號,2.84,商,,,10307,土地2建物1車位0,十二層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800201,30.73,0,0,0,無,有,5000000,162707,,0.0,0
大同區,房地(土地+建物)+車位,臺北市大同區昌吉街1~30號,29.87,住,,,10307,土地1建物1車位2,六層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010112,284.21,3,2,2,有,有,46300000,162908,坡道平面,0.0,0
萬華區,房地(土地+建物),臺北市萬華區萬大路277巷37弄1~30號,36.02,住,,,10307,土地1建物1車位0,七層,007,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0730109,142.26999999999998,3,2,2,有,有,18600000,130737,,0.0,0
萬華區,土地,雙園段三小段871~900地號,74.0,住,,,10108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13431180,181502,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區開封街二段31~60號,11.65,商,,,10307,土地1建物1車位0,四層,014,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0901106,102.74000000000001,2,2,1,有,有,7000000,68133,,0.0,0
中正區,房地(土地+建物),臺北市中正區杭州北路1~30號,13.02,商,,,10306,土地1建物1車位0,一層，騎樓，停車場,012,店面(店鋪),見使用執照,鋼筋混凝土造,0740808,163.45,0,1,1,有,有,48000000,293668,,0.0,0
大同區,土地,大龍段一小段211~240地號,2.44,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,860000,352459,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,39.24,住,,,10010,土地3建物1車位1,九層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,199.2,3,2,2,有,有,24500000,143729,坡道平面,41.96,1900000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,39.24,住,,,10011,土地3建物1車位1,九層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,199.2,3,2,2,有,有,25010000,147609,坡道平面,41.96,1800000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10012,土地3建物1車位1,三層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,18800000,133417,坡道平面,41.96,1700000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10010,土地3建物1車位1,四層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,18800000,138098,坡道機械,41.96,1100000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10011,土地3建物1車位1,五層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,20670000,147226,坡道平面,41.96,1800000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10012,土地3建物1車位1,六層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,20450000,144730,坡道平面,41.96,1900000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10101,土地3建物1車位1,八層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,17130000,123508,坡道平面,41.96,1300000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,39.24,住,,,10010,土地3建物1車位1,三層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,199.2,3,2,2,有,有,23810000,140613,坡道平面,41.96,1700000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,41.15,住,,,10012,土地3建物1車位2,二層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,241.17000000000002,3,2,2,有,有,24070000,130175,坡道平面,83.92,3600000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10101,土地3建物1車位1,二層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,20160000,143247,坡道平面,41.96,1800000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10010,土地3建物1車位1,七層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,20840000,147772,坡道平面,41.96,1900000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10012,土地3建物1車位1,二層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,18180000,128579,坡道平面,41.96,1700000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10009,土地3建物1車位1,三層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,20430000,150815,坡道機械,41.96,1100000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10011,土地3建物1車位1,四層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,19880000,141843,坡道平面,41.96,1700000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10010,土地3建物1車位1,五層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,20700000,146680,坡道平面,41.96,1900000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,32.35,住,,,10101,土地3建物1車位1,六層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030605,170.13,3,2,2,有,有,16350000,122103,坡道機械,41.96,700000
文山區,房地(土地+建物),臺北市文山區辛亥路四段77巷92弄1~30號,49.47,住,,,10307,土地3建物1車位0,二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920922,78.51,2,2,1,有,有,12000000,152847,,0.0,0
文山區,房地(土地+建物),臺北市文山區興隆路四段121~150號,13.69,住,,,10307,土地1建物1車位0,十四層,016,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841122,51.34,1,1,1,有,有,8100000,157772,,0.0,0
中正區,房地(土地+建物),臺北市中正區羅斯福路二段91~120號,4.42,商,,,10307,土地1建物1車位0,十一層,012,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0960206,46.33,1,2,1,有,有,14700000,317289,,0.0,0
文山區,車位,臺北市文山區萬慶街1~30號,6.71,其他,,,10307,土地0建物0車位1,地下二層,020,其他,見使用執照,鋼筋混凝土造,0811029,43.67,0,0,0,有,有,950000,,坡道平面,43.67,950000
文山區,房地(土地+建物),臺北市文山區木柵路四段121~150號,24.96,其他,,,10307,土地2建物1車位0,九層,019,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,82.69,1,2,1,有,有,16700000,201959,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路61~90號,26.01,住,,,10308,土地1建物1車位1,四層,005,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961023,65.00999999999999,1,1,1,有,有,6250000,96139,升降機械,11.01,0
文山區,房地(土地+建物)+車位,臺北市文山區福興路106巷1~30號,23.77,住,,,10307,土地1建物1車位1,十二層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990819,138.56,3,2,1,有,有,14500000,104648,坡道平面,47.09,0
文山區,房地(土地+建物)+車位,臺北市文山區指南路三段31~60號,44.42,住,,,10306,土地1建物1車位1,八層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880805,185.89,3,2,2,有,有,19880000,106945,坡道平面,35.59,0
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路六段31~60號,21.62,住,,,10307,土地2建物1車位2,七層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970521,129.2,2,2,1,有,有,17500000,135459,坡道機械,43.46,0
文山區,房地(土地+建物),臺北市文山區指南路三段32巷1~30號,7.03,住,,,10307,土地2建物1車位0,四層,010,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990806,30.300000000000004,1,1,1,有,有,5050000,166667,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區政大一街45巷1~30號,81.87,住,,,10306,土地1建物1車位1,三層，四層,004,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900328,165.5,3,2,2,有,有,21580000,130393,坡道平面,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區秀明路二段1~30號,55.74,住,,,10306,土地2建物1車位3,十層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950718,382.89,4,2,2,有,有,56500000,147562,坡道平面,123.09,0
中正區,房地(土地+建物),臺北市中正區南昌路二段31~60號,13.12,商,,,10306,土地2建物1車位0,六層,011,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0710914,118.9,3,2,2,有,有,27000000,227082,,0.0,0
文山區,土地,老泉段二小段331~360地號,137.5,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,630000,4582,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段61~90號,21.98,商,,,10307,土地1建物1車位2,十六層,026,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030609,304.03999999999996,4,2,3,有,有,43000000,141429,坡道平面,87.62,0
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段61~90號,19.1,商,,,10307,土地1建物1車位1,七層,026,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030609,234.82999999999998,4,2,2,有,有,32200000,137120,坡道平面,43.81,0
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段91~120號,25.41,商,,,10307,土地1建物1車位2,十六層,026,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030609,339.08000000000004,4,2,3,有,有,45900000,135370,坡道平面,87.62,0
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段91~120號,25.03,商,,,10307,土地1建物1車位1,十七層,026,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030609,295.15,4,2,3,有,有,43700000,148060,坡道平面,43.81,0
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段61~90號,10.41,商,,,10307,土地1建物1車位1,一層,026,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030609,146.44,0,4,4,有,有,26200000,178913,坡道平面,43.81,0
文山區,車位,臺北市文山區久康街31~60號,0.13,住,,,10307,土地0建物0車位1,地下一層,009,其他,停車空間,鋼筋混凝土造,0950828,47.84,0,0,0,有,有,1800000,,坡道平面,0.0,1800000
文山區,車位,臺北市文山區辛亥路五段61~90號,0.01,住,,,10308,土地0建物0車位1,地下一層,007,其他,見使用執照,鋼筋混凝土造,0720211,29.46,0,0,0,有,有,1000000,,坡道平面,29.46,1000000
大同區,房地(土地+建物),臺北市大同區延平北路二段247巷1~30號,25.82,商,,,10306,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0660905,84.72,3,1,1,有,無,4812750,56808,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區柳州街86巷1~30號,16.0,商,,,10306,土地1建物1車位0,四層,004,套房(1房1廳1衛),住家用,鋼筋混凝土造,,33.0,1,1,1,有,無,5400000,163636,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,41.39,住,,,10307,土地1建物1車位1,九層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.8,3,2,2,有,有,25500000,159574,坡道平面,0.0,0
萬華區,房地(土地+建物),臺北市萬華區華西街21巷1~30號,15.0,商,,,10307,土地1建物1車位0,一層，地下層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600715,72.87,2,2,2,有,無,7500000,102923,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區貴陽街二段164巷1~30號,21.45,商,,,10306,土地1建物1車位0,二層,006,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0690823,85.37,4,0,3,有,有,6800000,79653,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區富民路155巷31~60號,39.75,住,,,10307,土地2建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680106,105.89,4,2,1,有,無,9900000,93493,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區長沙街二段1~30號,3.07,商,,,10308,土地11建物1車位0,十一層,011,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,40.82,2,0,2,有,有,6500000,159236,,0.0,0
中正區,房地(土地+建物)+車位,臺北市中正區金山南路一段1~30號,19.93,住,,,10010,土地1建物1車位2,五層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030619,177.05,3,2,2,有,有,39980000,225812,升降機械,37.84,0
中正區,房地(土地+建物)+車位,臺北市中正區金山南路一段1~30號,19.0,住,,,10101,土地1建物1車位2,二層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030619,172.35,3,2,2,有,有,39380000,228489,升降機械,37.84,0
