鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
士林區,土地,溪洲段三小段1~30地號,217.45,住,,,10307,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15984540,73509,,0.0,0
士林區,房地(土地+建物),臺北市士林區中山北路七段14巷65弄1~30號,28.86,住,,,10307,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731107,108.88,3,2,2,有,有,18200000,167157,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區光明路151巷1~30號,2.61,商,,,10307,土地1建物1車位1,十三層,027,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030530,170.25,3,2,2,有,有,2665600,12307,坡道平面,35.73,1010000
北投區,房地(土地+建物)+車位,臺北市北投區光明路151巷1~30號,3.61,商,,,10307,土地1建物1車位1,六層,027,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030530,170.24,3,2,2,有,有,6529410,36647,坡道平面,35.73,1600000
北投區,房地(土地+建物),臺北市北投區天母北路105巷15弄1~30號,9.02,住,,,10307,土地1建物1車位0,七層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840629,31.32,1,0,1,有,有,5010000,159962,,0.0,0
北投區,房地(土地+建物),臺北市北投區文林北路271~300號,32.47,住,,,10307,土地3建物1車位0,三層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640227,95.14,3,2,1,有,無,13990000,147046,,0.0,0
北投區,房地(土地+建物),臺北市北投區光明路151巷1~30號,10.32,商,,,10307,土地1建物1車位0,五層,027,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030530,134.51999999999998,3,2,2,有,有,11659670,86676,,0.0,0
北投區,土地,立農段五小段1~30地號,4.58,住,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1871100,408537,,0.0,0
大安區,房地(土地+建物),臺北市大安區辛亥路三段157巷22弄1~30號,35.5,住,,,10307,土地1建物1車位0,三層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,85.05,3,2,2,有,無,10000000,117578,,0.0,0
大安區,房地(土地+建物),臺北市大安區新生南路三段31~60號,13.72,住,,,10307,土地1建物1車位0,五層,022,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770106,170.28,4,2,2,有,有,49880000,292929,,0.0,0
大安區,房地(土地+建物),臺北市大安區永康街1~30號,21.56,住,,,10306,土地1建物1車位0,一層,004,店面(店鋪),住家用,鋼筋混凝土造,,71.54,1,1,1,有,無,128000000,1789209,,0.0,0
中正區,車位,臺北市中正區忠孝東路二段1~30號,1.75,商,,,10307,土地0建物0車位1,一層,019,其他,見其他登記事項,鋼骨鋼筋混凝土造,0940825,37.67,0,0,0,有,有,2370000,,坡道平面,0.0,2370000
中正區,土地,中正段三小段1~30地號,96.0,其他,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8311680,86580,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區青年路152巷1~30號,18.85,住,,,10307,土地4建物1車位1,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,88.28999999999999,3,1,1,有,有,3500000,39642,坡道平面,0.0,0
萬華區,房地(土地+建物),臺北市萬華區青年路30巷1~30號,23.4,住,,,10307,土地1建物1車位0,二層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0760316,109.91,3,1,1,有,有,10482840,95377,,0.0,0
文山區,車位,臺北市文山區秀明路一段31~60號,1.55,住,,,10308,土地0建物0車位2,地下三層,011,其他,停車空間,鋼筋混凝土造,0980401,30.07,0,0,0,有,無,600000,,升降機械,30.06,600000
信義區,土地,吳興段二小段571~600地號,35.0,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1102500,31500,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區康樂街131巷1~30號,34.16,住,,,10306,土地1建物1車位0,一層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820604,128.82,4,2,2,有,有,5499265,42690,,0.0,0
信義區,車位,臺北市信義區忠孝東路五段451~480號,0.33,商,,,10307,土地0建物0車位1,停車場，地下層,012,其他,見使用執照,鋼筋混凝土造,,37.65,0,0,0,有,有,2600000,,升降平面,0.0,2600000
松山區,房地(土地+建物),臺北市松山區八德路二段331~360號,2.6,商,,,10305,土地2建物1車位0,十二層,014,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980123,29.59,1,1,1,有,有,9300000,314295,,0.0,0
內湖區,土地,潭美段四小段1~30地號,24.72,其他,,,10306,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3460939,140006,,0.0,0
內湖區,土地,潭美段四小段1~30地號,24.72,其他,,,10306,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3460939,140006,,0.0,0
內湖區,土地,東湖段一小段1~30地號,124.66,住,,,10306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19000000,152415,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路一段91巷35弄1~30號,31.12,住,,,10306,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730131,121.85,6,3,5,有,有,18700000,153467,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷61~90號,41.39,住,,,10307,土地1建物1車位1,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.86,3,2,2,有,有,9730166,60867,坡道平面,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷31~60號,53.74,住,,,10307,土地1建物1車位1,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,207.43,3,2,2,有,有,12631004,60893,坡道平面,0.0,0
大安區,土地,辛亥段三小段511~540地號,2.0,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1538880,769440,,0.0,0
大安區,房地(土地+建物),臺北市大安區信義路四段199巷1~30號,18.11,住,,,10306,土地1建物1車位0,三層，陽台,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.14999999999999,2,2,2,有,無,31880000,331565,,0.0,0
大安區,房地(土地+建物),臺北市大安區新生南路一段165巷1~30號,52.0,住,,,10306,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591121,125.83,4,2,2,有,無,20000000,158945,,0.0,0
大安區,房地(土地+建物),臺北市大安區市民大道四段48巷1~30號,28.7,住,,,10307,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701007,113.0,3,2,2,有,無,24500000,216814,,0.0,0
大安區,房地(土地+建物),臺北市大安區復興南路340巷1~30號,191.0,住,,,10307,土地1建物1車位0,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730222,73.52,4,2,2,有,有,6000000,81610,,0.0,0
士林區,房地(土地+建物),臺北市士林區天母東路69巷1~30號,32.64,商,,,10307,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720813,138.13000000000002,3,2,2,有,無,9791200,70884,,0.0,0
北投區,房地(土地+建物),臺北市北投區公館路306巷1~30號,43.4,住,,,10307,土地3建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690702,131.64,6,4,3,有,無,17000000,129140,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區東湖路106巷9弄1~30號,15.58,住,,,10307,土地1建物1車位0,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750829,73.52,2,1,1,有,無,8000000,108814,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段387巷1~30號,39.29,住,,,10307,土地1建物1車位2,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001213,300.90999999999997,4,2,2,有,有,70880000,235552,坡道平面,72.87,0
中山區,房地(土地+建物),臺北市中山區遼寧街31~60號,25.73,住,,,10307,土地1建物1車位0,二層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970806,86.36,2,1,1,有,有,22680000,262622,,0.0,0
中正區,房地(土地+建物),臺北市中正區晉江街98巷1~30號,13.92,住,,,10307,土地2建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730726,38.06,3,2,2,有,無,3495783,91849,,0.0,0
文山區,車位,臺北市文山區興隆路二段86巷1~30號,0.25,住,,,10307,土地0建物0車位2,一層,013,其他,見其他登記事項,鋼筋混凝土造,0970909,41.9,0,0,0,有,有,2250000,,坡道機械,0.0,2250000
文山區,車位,臺北市文山區秀明路一段31~60號,3.11,住,,,10308,土地0建物0車位4,地下三層,011,其他,停車空間,鋼筋混凝土造,0980401,60.13,0,0,0,有,有,400000,,升降機械,60.12,400000
大安區,房地(土地+建物),臺北市大安區建國南路一段279巷1~30號,12.07,住,,,10307,土地2建物1車位0,四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760216,83.61,2,2,1,有,有,23300000,278675,,0.0,0
大安區,房地(土地+建物),臺北市大安區四維路170巷31~60號,7.69,住,,,10307,土地1建物1車位0,七層,008,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980115,40.72,1,2,1,有,有,13060000,320727,,0.0,0
大安區,房地(土地+建物),臺北市大安區基隆路二段132巷1~30號,42.5,商,,,10307,土地1建物1車位0,四層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,129.15,4,2,2,有,無,26000000,201316,,0.0,0
大安區,房地(土地+建物),臺北市大安區樂業街159巷31~60號,31.5,住,,,10307,土地1建物1車位0,一層，平台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,91.11,3,2,1,有,無,24000000,263418,,0.0,0
大安區,土地,龍泉段一小段871~900地號,45.0,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,44444,,0.0,0
士林區,房地(土地+建物),臺北市士林區天母北路1~30號,14.15,住,,,10307,土地1建物1車位0,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720302,73.86,3,1,1,有,有,13600000,184132,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央南路二段31~60號,51.23,工,,,10307,土地1建物1車位2,三層,012,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0981222,345.89,3,2,2,有,有,46000000,132994,坡道平面,0.0,1700000
士林區,房地(土地+建物),臺北市士林區中山北路六段419巷1~30號,30.36,住,,,10306,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720509,128.0,1,1,1,有,無,16900000,132031,,0.0,0
士林區,房地(土地+建物),臺北市士林區天母東路105巷1~30號,36.85,住,,,10307,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701001,139.26999999999998,3,2,2,有,無,22000000,157967,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區光明路31~60號,10.0,商,,,10307,土地2建物1車位1,十一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,87.44,2,1,1,有,無,13800000,157823,升降機械,16.94,0
北投區,房地(土地+建物),臺北市北投區中央北路一段180巷1~30號,17.96,商,,,10307,土地2建物1車位0,五層,008,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0700831,89.72,2,2,1,有,有,4400000,49041,,0.0,0
北投區,土地,泉源段三小段151~180地號,1254.84,其他,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,45000000,35861,,0.0,0
士林區,土地,溪洲段三小段541~570地號,22.37,其他,,,10308,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1421070,63526,,0.0,0
北投區,房地(土地+建物),臺北市北投區致遠一路二段112巷1~30號,28.6,住,,,10306,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660915,88.38,3,2,1,有,無,15090000,170740,,0.0,0
士林區,房地(土地+建物),臺北市士林區中山北路六段290巷31~60號,41.6,住,,,10306,土地2建物1車位0,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750528,278.18,5,2,2,有,無,36450000,131030,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區復興二路60巷1~30號,46.28,住,,,10307,土地1建物1車位1,九層，電梯樓梯間,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840321,106.11,2,2,2,有,有,11600000,109321,坡道平面,0.0,0
士林區,房地(土地+建物),臺北市士林區福德路31巷1~30號,7.21,住,,,10307,土地1建物1車位0,二層,008,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010112,34.86,1,1,1,有,有,9350000,268216,,0.0,0
士林區,房地(土地+建物),臺北市士林區社正路91~120號,11.85,商,,,10307,土地1建物1車位0,四層,009,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0880526,72.89,2,1,2,有,有,13400000,183839,,0.0,0
北投區,房地(土地+建物),臺北市北投區溫泉路37巷1~30號,8.07,住,,,10307,土地2建物1車位0,七層,013,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941111,41.42,1,1,1,有,有,6400000,154515,,0.0,0
信義區,車位,臺北市信義區永吉路30巷101弄1~30號,3.8,住,,,10308,土地0建物0車位1,地下一層，地下二層,012,其他,停車空間,鋼筋混凝土造,1020510,40.0,0,0,0,有,有,3200000,,坡道平面,14.97,3200000
信義區,房地(土地+建物)+車位,臺北市信義區永吉路30巷101弄31~60號,28.87,住,,,10308,土地1建物1車位1,十層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020510,202.56,3,2,2,有,有,65368800,322713,坡道平面,14.97,0
信義區,房地(土地+建物),臺北市信義區永吉路459巷5弄1~30號,26.0,住,,,10307,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0751008,76.11,2,3,2,有,無,7693093,101079,,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段1~30號,11.19,商,,,10306,土地5建物1車位1,四層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021107,124.6,2,1,1,有,有,30000000,261583,坡道平面,21.0,2900000
信義區,房地(土地+建物)+車位,臺北市信義區永吉路30巷101弄31~60號,28.37,住,,,10308,土地1建物1車位1,二層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020510,197.22,0,0,0,無,無,57090000,289474,坡道平面,34.17,0
信義區,車位,臺北市信義區永吉路30巷101弄1~30號,3.96,住,,,10307,土地0建物0車位1,地下一層，地下二層,012,其他,停車空間,鋼筋混凝土造,1020510,41.38,0,0,0,有,無,3200000,,坡道平面,41.38,3200000
松山區,土地,西松段一小段241~270地號,1.57,其他,,,10308,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,130000,82803,,0.0,0
南港區,房地(土地+建物),臺北市南港區興中路56巷1~30號,8.56,商,,,10306,土地1建物1車位0,二層,017,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831216,82.5,2,2,1,有,有,16100000,195152,,0.0,0
信義區,土地,福德段一小段271~300地號,30.27,其他,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,264288,,0.0,0
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段291巷20弄1~30號,40.29,住,,,10307,土地1建物1車位2,三層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0901225,150.43,3,2,2,有,有,28000000,186133,升降機械,35.58,0
南港區,房地(土地+建物),臺北市南港區合順街8巷5弄1~30號,21.25,住,,,10306,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,加強磚造,,77.0,4,1,1,有,無,7920000,102857,,0.0,0
南港區,房地(土地+建物)+車位,臺北市南港區舊莊街一段3巷1~30號,37.66,住,,,10306,土地1建物2車位1,二層,007,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0941025,165.82,5,2,2,有,有,21500000,129651,坡道機械,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路162巷91~120號,47.09,住,,,10306,土地1建物1車位1,二層,010,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0890628,155.72,3,2,2,有,有,27800000,178526,坡道平面,0.0,0
中山區,房地(土地+建物),臺北市中山區五常街53巷1~30號,25.29,住,,,10307,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701117,122.19,3,2,2,有,有,22000000,180047,,0.0,0
中山區,房地(土地+建物),臺北市中山區長春路91~120號,4.8,商,,,10308,土地1建物1車位0,十二層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0640626,39.879999999999995,2,1,1,有,有,7800000,195587,,0.0,0
中山區,房地(土地+建物),臺北市中山區民權東路二段135巷30弄1~30號,21.5,住,,,10307,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670826,76.66,2,1,1,有,無,11800000,153926,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區星雲街151~180號,19.33,住,,,10307,土地1建物1車位0,四層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841023,92.02,3,2,2,有,無,19000000,206477,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段65巷1~30號,22.97,商,,,10307,土地1建物1車位1,三層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703,113.75,1,2,1,有,有,21560000,195793,坡道機械,14.87,2200000
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段65巷1~30號,22.92,商,,,10307,土地1建物1車位1,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703,113.81,1,2,1,有,有,26880000,246412,坡道機械,14.87,2500000
中山區,房地(土地+建物),臺北市中山區長安東路一段65巷1~30號,22.86,商,,,10307,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703,98.94,1,2,1,有,有,23880000,241358,,0.0,0
中山區,房地(土地+建物),臺北市中山區長安東路一段65巷1~30號,21.91,商,,,10307,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703,88.82,1,2,1,有,有,21000000,236433,,0.0,0
中山區,房地(土地+建物),臺北市中山區長安東路一段65巷1~30號,21.91,商,,,10307,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703,97.22999999999999,1,2,1,有,有,23300000,239638,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段65巷1~30號,22.97,商,,,10307,土地1建物1車位1,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703,102.56,1,2,1,有,有,21560000,220778,坡道機械,14.87,2200000
信義區,房地(土地+建物)+車位,臺北市信義區和平東路三段301~330號,19.73,住,,,10306,土地1建物1車位1,十二層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800527,159.14999999999998,3,2,2,有,有,32000000,201068,坡道平面,26.25,0
中山區,房地(土地+建物),臺北市中山區林森北路511~540號,4.17,商,,,10307,土地1建物1車位0,十一層,014,套房(1房1廳1衛),商業用,鋼筋混凝土造,0940826,45.239999999999995,1,1,1,有,有,12680000,280283,,0.0,0
中山區,房地(土地+建物),臺北市中山區中山北路一段61~90號,3.04,商,,,10307,土地1建物1車位0,四層,013,套房(1房1廳1衛),商業用,鋼筋混凝土造,0980327,34.05,1,1,1,有,有,8200000,240822,,0.0,0
中山區,房地(土地+建物),臺北市中山區長安東路一段30巷3弄1~30號,14.76,商,,,10307,土地1建物1車位0,地下一層,005,套房(1房1廳1衛),商業用,鋼筋混凝土造,0831212,63.400000000000006,2,1,1,有,有,7200000,113565,,0.0,0
中山區,房地(土地+建物),臺北市中山區新生北路三段31~60號,22.75,住,,,10307,土地2建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620906,72.07,2,2,1,有,無,10900000,151242,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區東湖路113巷95弄121~150號,19.98,住,,,10306,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730105,77.3,2,2,1,有,無,9850000,127426,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路211~240號,31.16,住,,,10307,土地1建物1車位1,十一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810822,131.05,3,2,2,有,有,19800000,151087,坡道平面,30.48,0
中山區,土地,正義段四小段181~210地號,29.6,其他,,,10306,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5520000,186486,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街211~240號,78.37,住,,,10307,土地1建物1車位1,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1001208,205.76,3,2,2,有,有,27600000,134137,坡道平面,40.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段450巷22弄1~30號,16.43,住,,,10307,土地1建物1車位1,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870925,111.68,2,2,1,有,有,19000000,170129,坡道平面,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區港華街91~120號,12.56,住,,,10307,土地1建物1車位1,九層,010,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010515,110.67,1,1,1,有,有,20350000,183880,坡道機械,43.08,0
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷92弄1~30號,78.57,住,,,10307,土地1建物1車位1,四層，五層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830326,345.97,5,2,3,有,有,47600000,137584,坡道平面,0.0,0
內湖區,土地,文德段三小段451~480地號,30.75,其他,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,994000,32325,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路91~120號,251.88,商,,,10305,土地1建物1車位7,八層,009,辦公商業大樓,商業用,見使用執照,0910501,1159.06,9,1,2,有,有,231244000,199510,坡道平面,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路91~120號,246.13,商,,,10305,土地1建物1車位7,九層,009,辦公商業大樓,商業用,見使用執照,0910501,1152.49,9,1,2,有,有,228476000,198246,坡道平面,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路421~450號,66.39,其他,,,10307,土地1建物1車位4,二層，見使用執照,010,辦公商業大樓,工業用,鋼筋混凝土造,0870630,373.03,0,0,0,無,有,54400000,145833,坡道平面,0.0,0
萬華區,房地(土地+建物),臺北市萬華區和平西路三段55巷8弄1~30號,9.35,商,,,10307,土地1建物1車位0,一層,005,店面(店鋪),商業用,鋼筋混凝土造,0721130,24.58,0,0,0,無,無,5500000,223759,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區青年路152巷1~30號,45.63,住,,,10307,土地4建物1車位1,十三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,213.45,3,2,2,有,有,21000000,98384,坡道平面,0.0,0
萬華區,房地(土地+建物),臺北市萬華區萬大路486巷37弄61~90號,18.5,住,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,加強磚造,0580613,55.94,3,2,1,有,無,5900000,105470,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區和平西路三段361~390號,10.23,住,,,10307,土地2建物1車位0,三層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700706,71.8,2,1,1,有,有,8100000,112813,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區漢口街二段31~60號,3.35,商,,,10305,土地1建物1車位0,十一層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0691223,33.25,1,0,1,有,有,3750000,112782,,0.0,0
中正區,房地(土地+建物),臺北市中正區新生南路一段132巷6弄1~30號,7.95,住,,,10307,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791027,29.89,1,1,1,有,無,7860000,262964,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,41.39,住,,,10307,土地1建物1車位1,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.86,3,2,2,有,有,26300000,164519,坡道平面,0.0,0
大同區,房地(土地+建物),臺北市大同區承德路三段151~180號,6.52,商,,,10306,土地1建物1車位0,九層,012,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960822,72.33,1,1,1,有,無,13500000,186645,,0.0,0
文山區,房地(土地+建物),臺北市文山區辛亥路七段61~90號,29.69,其他,,,10307,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701120,103.61,3,2,2,有,無,11680000,112730,,0.0,0
中正區,房地(土地+建物),臺北市中正區金門街11巷1~30號,38.0,住,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),,加強磚造,,114.38,4,2,2,有,無,19000000,166113,,0.0,0
文山區,車位,臺北市文山區新光路一段181~210號,0.0,住,,,10307,土地0建物0車位1,,,其他,,,,13.65,0,0,0,有,有,850000,,升降機械,0.0,850000
文山區,土地,公訓段二小段271~300地號,38.33,住,,,10308,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19500000,508740,,0.0,0
中正區,房地(土地+建物),臺北市中正區汀州路一段331~360號,39.0,住,,,10307,土地1建物1車位0,全,002,透天厝,,加強磚造,,71.63,2,1,2,有,無,27600000,385313,,0.0,0
中正區,房地(土地+建物),臺北市中正區廈門街91~120號,21.25,商,,,10306,土地1建物1車位0,二層，陽台,004,公寓(5樓含以下無電梯),,鋼筋混凝土造,,76.8,3,2,1,有,無,14280000,185938,,0.0,0
中正區,房地(土地+建物),臺北市中正區牯嶺街95巷1~30號,24.7,住,,,10306,土地1建物1車位0,十三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961031,108.94,2,2,2,有,有,24680000,226547,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段211~240號,31.99,住,,,10306,土地1建物1車位1,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991105,165.7,3,2,2,有,有,25600000,154496,坡道平面,0.0,0
中正區,房地(土地+建物),臺北市中正區廈門街34巷1~30號,16.75,住,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,49.15,3,2,2,有,無,8300000,168871,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區忠順街二段85巷1~30號,29.61,住,,,10305,土地1建物1車位2,七層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020103,246.10000000000002,4,2,2,有,有,47500000,209598,坡道平面,41.9,4700000
文山區,房地(土地+建物)+車位,臺北市文山區忠順街二段85巷1~30號,29.61,住,,,10305,土地1建物1車位2,十三層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020103,246.10000000000002,4,2,2,有,有,54580000,243291,坡道平面,41.9,4900000
文山區,土地,木柵段二小段781~810地號,21.45,住,,,10306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6312306,294280,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區木柵路二段109巷100弄31~60號,66.83,住,,,10307,土地2建物1車位1,十三層,017,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850925,115.75999999999999,3,2,2,有,有,14000000,120940,坡道機械,13.67,0
